book,word,translation,image,sound1,sound2,sound3,unit,mean,example,type,mean_tr,example_tr
3131,6,mash,"yanchmoq, ezmoq",mash.jpg,mash.mp3,mash_meaning.mp3,mash_example.mp3,7,To mash something is to crush it so that it is soft.,We mashed the hard potatoes and served them for dinner.,v,Biror narsani ezish - uni yumshoq qilib maydalash.,"Biz qattiq kartoshkani maydalab, kechki ovqatga xizmat qildik."
3132,6,ornate,"bezakdor, naqshinkor",ornate.jpg,ornate.mp3,ornate_meaning.mp3,ornate_example.mp3,7,"If something is ornate, it is decorated with a lot of fancy things.",Kim’s prom dress was very expensive since it was so ornate.,adj,"Agar biror narsa bezakli bo'lsa, u juda ko'p chiroyli narsalar bilan bezatilgan.",Kimning bitiruv libosi juda bezakli bo'lgani uchun juda qimmat edi.
3133,6,pneumonia,"pnevmoniya, zotiljam",pneumonia.jpg,pneumonia.mp3,pneumonia_meaning.mp3,pneumonia_example.mp3,7,Pneumonia is a dangerous illness causing the lungs to fill with liquid.,Elaine got pneumonia after playing outside in the rain without a coat.,n,Pnevmoniya o'pkaning suyuqlik bilan to'lib ketishiga olib keladigan xavfli kasallikdir.,Elaine paltosiz yomg'ir ostida o'ynagani uchun pnevmoniyaga chalingan.
3134,6,psychic,gʻayrioddiy isteʼdodga ega,psychic.jpg,psychic.mp3,psychic_meaning.mp3,psychic_example.mp3,7,"When someone is psychic, they know what will happen or what people think.",I think my grandmother has psychic abilities because she can predict anything.,adj,"Agar kimdir ruhiy bo'lsa, u nima bo'lishini yoki odamlar nima deb o'ylashini biladi.","Menimcha, buvimning ruhiy qobiliyati bor, chunki u hamma narsani bashorat qila oladi."
3135,6,psychotic,"ruhiy kasal, jinni",psychotic.jpg,psychotic.mp3,psychotic_meaning.mp3,psychotic_example.mp3,7,"If someone is psychotic, they have a very serious mental illness.",The psychotic patient believed he saw things that weren’t real.,adj,"Agar kimdir psixotik bo'lsa, unda juda jiddiy ruhiy kasallik bor.",Psixotik bemor haqiqiy bo'lmagan narsalarni ko'rganiga ishondi.
3136,6,scope,"miqyos, quloch",scope.jpg,scope.mp3,scope_meaning.mp3,scope_example.mp3,7,The scope of something is how many people or things it relates to.,Modern history has a wide scope.,n,Biror narsaning ko'lami - bu qancha odam yoki narsalar bilan bog'liqligi.,Zamonaviy tarix keng qamrovga ega.
3137,6,sinister,"vahimali, xunuk",sinister.jpg,sinister.mp3,sinister_meaning.mp3,sinister_example.mp3,7,"If something or someone is sinister, they are evil.",Bad guys in most movies have sinister laughs.,adj,"Agar biror narsa yoki kimdir yomon bo'lsa, ular yovuzdir.",Aksariyat filmlardagi yomon odamlarning kulgisi bor.
3138,6,strife,"kurash, olishuv",strife.jpg,strife.mp3,strife_meaning.mp3,strife_example.mp3,7,Strife is disagreement or fighting between people or groups.,There was a lot of strife between Jim and Lisa about what TV show to watch.,n,Nizo - bu odamlar yoki guruhlar o'rtasidagi kelishmovchilik yoki janjal.,Jim va Liza o'rtasida qanday teleko'rsatuv ko'rish haqida juda ko'p janjal bor edi.
3139,6,therapeutic,"tinchlantiruvchi, terapevtik",therapeutic.jpg,therapeutic.mp3,therapeutic_meaning.mp3,therapeutic_example.mp3,7,"IF something is therapeutic, it helps to cure a disease or makes you healthier.","After a stressful day of working, Phoebe would take a therapeutic bath.",adj,"Agar biror narsa terapevtik bo'lsa, u kasallikni davolashga yordam beradi yoki sizni sog'lom qiladi.",Stressli ish kunidan keyin Fibi terapevtik vanna qabul qilardi.
3140,6,congested,"oʻta zich, liq toʻla",congested.jpg,congested.mp3,congested_meaning.mp3,congested_example.mp3,8,"If something is congested, it is full or blocked.",Tom didn’t get home until after dark because the road was so congested.,adj,"Agar biror narsa tiqilib qolsa, u to'lgan yoki bloklangan.","Tom qorong'i tushguncha uyga qaytmadi, chunki yo'l juda tirband edi."
3141,6,courier,"kurier, xat tashuvchi, chopar",courier.jpg,courier.mp3,courier_meaning.mp3,courier_example.mp3,8,A courier is someone who takes and delivers mail or packages.,"Before trains, most couriers used horses to travel.",n,Kuryer - bu pochta yoki paketlarni qabul qiluvchi va etkazib beradigan shaxs.,Poezdlardan oldin ko'pchilik kurerlar sayohat qilish uchun otlardan foydalanganlar.
3142,6,deform,"deformatsiya qilmoq, shaklini oʻzgartirmoq",deform.jpg,deform.mp3,deform_meaning.mp3,deform_example.mp3,8,To deform something means to change it from its correct or original shape.,The computer program deformed the building’s picture into an unreal sight.,v,"Biror narsani deformatsiya qilish, uni to'g'ri yoki asl shaklidan o'zgartirishni anglatadi.",Kompyuter dasturi binoning rasmini haqiqiy bo'lmagan ko'rinishga aylantirdi.
3143,6,etiquette,"etiket, odob-axloq qoidalari",etiquette.jpg,etiquette.mp3,etiquette_meaning.mp3,etiquette_example.mp3,8,Etiquette is the group of rules about how to be polite.,"When in Asian countries, bowing is a form of etiquette.",n,Odob - bu qanday qilib xushmuomala bo'lish haqida qoidalar guruhi.,Osiyo mamlakatlarida ta'zim qilish odob-axloq qoidalarining bir turi hisoblanadi.
3144,6,exclusive,"maxsus, boylarga aytalgan",exclusive.jpg,exclusive.mp3,exclusive_meaning.mp3,exclusive_example.mp3,8,"If something is exclusive, it is expensive and only for rich people.",The golf course was so exclusive that most people hadn’t even heard of it.,adj,"Agar biror narsa eksklyuziv bo'lsa, u qimmat va faqat boy odamlar uchun.","Golf maydoni shu qadar eksklyuziv ediki, ko'pchilik bu haqda hatto eshitmagan."
3145,6,freight,"tovarlar, maxsulotlar, yuklar",freight.jpg,freight.mp3,freight_meaning.mp3,freight_example.mp3,8,"Freight is a set of items carried on a train, boat, or airplane.",Trade ships only carried valuable freight like silk and spices.,n,"Yuk tashish - bu poezd, qayiq yoki samolyotda tashiladigan narsalar to'plami.",Savdo kemalari faqat ipak va ziravorlar kabi qimmatbaho yuklarni tashigan.
3146,6,garment,kiyim-kechak,garment.jpg,garment.mp3,garment_meaning.mp3,garment_example.mp3,8,A garment is a piece of clothing.,The business man had all of his garments cleaned before the important meeting.,n,Kiyim - bu kiyimning bir qismi.,Ishbilarmon muhim uchrashuv oldidan barcha kiyimlarini tozalagan.
3147,6,insomnia,"uyqusizlik, bedorlik",insomnia.jpg,insomnia.mp3,insomnia_meaning.mp3,insomnia_example.mp3,8,Insomnia is a condition in which a person has difficulty sleeping.,Nate’s insomnia prevented him from getting enough rest.,n,Uyqusizlik - bu odamning uxlashi qiyin bo'lgan holat.,Neytning uyqusizligi uning etarlicha dam olishiga to'sqinlik qildi.
3148,6,intuitive,"ichki hissiy, intuitiv",intuitive.jpg,intuitive.mp3,intuitive_meaning.mp3,intuitive_example.mp3,8,Intuitive is knowing about something without naturally having support or proof.,Rhonda had an intuitive feeling that Shane wasn't coming to school today.,adj,Intuitiv - biror narsa haqida tabiiy ravishda qo'llab-quvvatlash yoki isbotsiz bilish.,Ronda Sheyn bugun maktabga kelmayotganini intuitiv his qildi.
3149,6,liable,"mumkin, ehtimol",liable.jpg,liable.mp3,liable_meaning.mp3,liable_example.mp3,8,"If something is liable to happen, it is very likely that it will happen.","During the summer months, hikers in the forest are liable to see deer and elk.",adj,"Agar biror narsa sodir bo'lishi mumkin bo'lsa, bu sodir bo'lishi ehtimoli katta.",Yoz oylarida o'rmon bo'ylab sayyohlar kiyik va elkalarni ko'rishlari mumkin.
3150,6,obsess,xayolini egallab olmoq,obsess.jpg,obsess.mp3,obsess_meaning.mp3,obsess_example.mp3,8,To obsess about something means to think about it all of the time.,"After watching the Star Wars movies, Ike obsessed about becoming a Jedi.",v,Biror narsa haqida o'ylash har doim bu haqda o'ylashni anglatadi.,"""Yulduzli urushlar"" filmlarini tomosha qilgandan so'ng, Ayk Jedi bo'lishni orzu qildi."
3151,6,overboard,bort ustida/ ustiga,overboard.jpg,overboard.mp3,overboard_meaning.mp3,overboard_example.mp3,8,"When something is overboard, it is over the side of a boat and in the water.",Tom and Gary slipped on the wet floor and fell overboard.,adv,"Agar biror narsa bortga tushib qolsa, u qayiqning chetida va suvda bo'ladi.",Tom va Gari ho'l polda sirpanib ketishdi va bortga qulashdi.
3152,6,premium,qoʻshimcha haq,premium.jpg,premium.mp3,premium_meaning.mp3,premium_example.mp3,8,A premium is a payment that is higher than average.,Tony paid for premium gas because it made his car run the best.,n,Mukofot - bu o'rtacha qiymatdan yuqori bo'lgan to'lov.,"Toni premium gaz uchun pul to'ladi, chunki bu uning mashinasini eng yaxshi ishlashiga olib keldi."
3153,6,privilege,imtiyoz,privilege.jpg,privilege.mp3,privilege_meaning.mp3,privilege_example.mp3,8,A privilege is a special right given to only a certain person or group of people.,Only the best employee had the privilege of parking in that spot.,n,Imtiyoz - bu faqat ma'lum bir shaxs yoki odamlar guruhiga beriladigan maxsus huquqdir.,Faqat eng yaxshi xodim o'sha joyda to'xtash huquqiga ega edi.
3154,6,propel,"silkitmoq, harakatga keltirmoq",propel.jpg,propel.mp3,propel_meaning.mp3,propel_example.mp3,8,To propel something means to push or move it somewhere.,The strong wind propelled the leaf through the air and across the street.,v,"Biror narsani harakatga keltirish, uni biron joyga surish yoki ko'chirishni anglatadi.",Kuchli shamol bargni havoda va ko'cha bo'ylab harakatlantirdi.
3155,6,socialize,"uchrashmoq, koʻrishmoq",socialize.jpg,socialize.mp3,socialize_meaning.mp3,socialize_example.mp3,8,To socialize is to have a good time with people.,I like to socialize with my classmates after school.,v,Ijtimoiy aloqa - bu odamlar bilan yaxshi vaqt o'tkazish.,Men maktabdan keyin sinfdoshlarim bilan muloqot qilishni yaxshi ko'raman.
3156,6,suppress,"oldini olmoq, yoʻl qoʻymaslik",suppress.jpg,suppress.mp3,suppress_meaning.mp3,suppress_example.mp3,8,To suppress something means to prevent it from happening.,She suppressed her urge to scream because she didn’t want to be noticed.,v,Biror narsani bostirish uning sodir bo'lishining oldini olishni anglatadi.,"U baqirish istagini bosdi, chunki unga e'tibor berishni xohlamadi."
3157,6,tram,tramvay,tram.jpg,tram.mp3,tram_meaning.mp3,tram_example.mp3,8,A tram is a vehicle like a streetcar that runs on electricity above ground.,I took the tram to Eighth Avenue.,n,Tramvay yer ustidagi elektr energiyasi bilan ishlaydigan tramvay kabi transport vositasidir.,Men tramvayda Sakkizinchi avenyugacha bordim.
3158,6,unsettle,bexalovat qilmoq,unsettle.jpg,unsettle.mp3,unsettle_meaning.mp3,unsettle_example.mp3,8,To unsettle someone means to make them anxious or worried.,The dark clouds in the sky unsettled Beth.,v,"Biror kishini bezovta qilish, uni tashvishga solish yoki tashvishga solishni anglatadi.",Osmondagi qora bulutlar Betni bezovta qildi.
3159,6,warp,"egmoq, qayirmoq",warp.jpg,warp.mp3,warp_meaning.mp3,warp_example.mp3,8,To warp means to become bent into the wrong shape.,"The woman put the clock above the fireplace, and the heat warped it.",v,Bukish noto'g'ri shaklga egilish demakdir.,Ayol soatni kamin ustiga qo'ydi va issiqlik uni buzib tashladi.
3160,6,artery,arteriya qon tomiri,artery.jpg,artery.mp3,artery_meaning.mp3,artery_example.mp3,9,An artery is a tube that takes blood from the heart to the rest of the body.,"Eating healthily keeps your arteries clean, so biocd can flow with ease.",n,Arteriya qonni yurakdan tananing qolgan qismiga olib boradigan naychadir.,"Sog'lom ovqatlanish arteriyalaringizni toza tutadi, shuning uchun biocd osonlik bilan oqishi mumkin."
3161,6,deterioration,yomonlashish,deterioration.jpg,deterioration.mp3,deterioration_meaning.mp3,deterioration_example.mp3,9,Deterioration is the act of becoming worse.,The lack of care led to the deterioration of the house.,n,Buzilish - bu yomonlashish harakati.,G'amxo'rlikning etishmasligi uyning yomonlashishiga olib keldi.
3162,6,elusive,tutqich bermas,elusive.jpg,elusive.mp3,elusive_meaning.mp3,elusive_example.mp3,9,"If something or someone is elusive, they are hard to find.",The elusive fish only came out at night.,adj,"Agar biror narsa yoki kimdir qiyin bo'lsa, ularni topish qiyin.",Tushunmaydigan baliq faqat tunda chiqdi.
3163,6,forage,ozuqa topmoq,forage.jpg,forage.mp3,forage_meaning.mp3,forage_example.mp3,9,To forage means to look around for food.,Many animals hide food in the fall since little can be foraged in winter.,v,"Oziq-ovqat izlash, atrofdan oziq-ovqat izlashni anglatadi.","Ko'pgina hayvonlar kuzda ovqatni yashirishadi, chunki qishda ozgina ozuqa olish mumkin."
3164,6,impede,"xalaqit bermoq, toʻsiq boʻlmoq",impede.jpg,impede.mp3,impede_meaning.mp3,impede_example.mp3,9,To impede something means to keep it from moving or going forward.,The barrier impeded our ability to get closer to the building.,v,"Biror narsaga xalaqit berish, uning harakatlanishidan yoki oldinga siljishidan to'xtatish demakdir.",To'siq bizning binoga yaqinlashishimizga to'sqinlik qildi.
3165,6,induce,sabab boʻlmoq,induce.jpg,induce.mp3,induce_meaning.mp3,induce_example.mp3,9,To induce something means to make it happen.,Running without good shoes may induce leg pain.,v,"Biror narsani rag'batlantirish, uni amalga oshirishni anglatadi.",Yaxshi poyabzalsiz yugurish oyoq og'rig'iga olib kelishi mumkin.
3166,6,inseparable,ajralmas ayrilmas,inseparable.jpg,inseparable.mp3,inseparable_meaning.mp3,inseparable_example.mp3,9,"If two things are inseparable, they can’t be separated.",Denise and Diana have been inseparable since they first met.,adj,"Agar ikkita narsa ajralmas bo'lsa, ularni ajratib bo'lmaydi.",Denis va Diana birinchi uchrashganlaridan beri ajralmas edi.
3167,6,invalid,"asossiz, notoʻgʻri",invalid.jpg,invalid.mp3,invalid_meaning.mp3,invalid_example.mp3,9,"If something is invalid, it is not correct.",The way to winning debates is to avoid invalid arguments.,adj,"Agar biror narsa noto'g'ri bo'lsa, u to'g'ri emas.",Munozaralarda g'alaba qozonishning yo'li noto'g'ri bahslardan qochishdir.
3168,6,magnify,kattalashtirib koʻrsatmoq,magnify.jpg,magnify.mp3,magnify_meaning.mp3,magnify_example.mp3,9,To magnify something means to make it look bigger than it really is.,Astronomers use telescopes to magnify far-away stars.,v,"Biror narsani kattalashtirish, uni avvalgisidan kattaroq qilish demakdir.",Astronomlar uzoqdagi yulduzlarni kattalashtirish uchun teleskoplardan foydalanadilar.
3169,6,mainstream,hukmron tendensiya,mainstream.jpg,mainstream.mp3,mainstream_meaning.mp3,mainstream_example.mp3,9,The mainstream is a group of ideas that are considered normal and accepted.,"Before punk rock music became part of the mainstream, only a few people liked it.",n,Asosiy oqim - bu normal hisoblangan va qabul qilingan g'oyalar guruhi.,"Pank-rok musiqasi asosiy oqimning bir qismi bo'lishidan oldin, uni faqat bir nechta odam yoqtirardi."
3170,6,microbe,"mikrob, virus",microbe.jpg,microbe.mp3,microbe_meaning.mp3,microbe_example.mp3,9,A microbe is a very small living thing that often makes people sick.,The first step in curing a disease is finding the microbe that causes the disease.,n,Mikrob - bu odamlarni tez-tez kasal qiladigan juda kichik tirik mavjudot.,Kasallikni davolashda birinchi qadam kasallikni keltirib chiqaradigan mikrobni topishdir.
3171,6,negligible,"arzimas, kichik",negligible.jpg,negligible.mp3,negligible_meaning.mp3,negligible_example.mp3,9,"If something is negligible, it is extremely small and not important.",The amount she owed was negligible. It was less than ten cents.,adj,"Agar biror narsa ahamiyatsiz bo'lsa, u juda kichik va muhim emas.",Uning qarzi arzimas edi. Bu o'n sentdan kam edi.
3172,6,paralysis,"falaj, shol",paralysis.jpg,paralysis.mp3,paralysis_meaning.mp3,paralysis_example.mp3,9,Paralysis is the loss of the ability to move all or part of your body.,His paralysis meant that he had to use a wheelchair to get around.,n,Falaj - bu tanangizning butun yoki bir qismini harakatlantirish qobiliyatini yo'qotish.,Uning falaj bo'lishi u aylanib o'tish uchun nogironlar aravachasidan foydalanishi kerakligini anglatardi.
3173,6,pest,"parazit, zararkunanda",pest.jpg,pest.mp3,pest_meaning.mp3,pest_example.mp3,9,A pest is an animal or insect that hurts plants or food.,Many farmers put up scarecrows to keep pests off of their corn.,n,Zararkunanda o'simliklar yoki oziq-ovqatlarga zarar etkazadigan hayvon yoki hasharotdir.,Ko'pgina fermerlar makkajo'xori zararkunandalaridan himoya qilish uchun qo'rquv qo'yishadi.
3174,6,prevail,"keng tarqalmoq, mavjud boʻlmoq",prevail.jpg,prevail.mp3,prevail_meaning.mp3,prevail_example.mp3,9,To prevail means to be accepted or very common.,"Unfortunately, injustice still prevails in the country’s court system.",v,"G'alaba qozonish, qabul qilinish yoki juda keng tarqalgan degan ma'noni anglatadi.","Afsuski, mamlakat sud tizimida hamon adolatsizlik hukm surmoqda."
3175,6,respiration,nafas olish,respiration.jpg,respiration.mp3,respiration_meaning.mp3,respiration_example.mp3,9,Respiration is the act of breathing.,Artificial respiration is the best thing to do if someone stops breathing.,n,Nafas olish - bu nafas olish harakati.,"Agar kimdir nafas olishni to'xtatsa, sun'iy nafas olish eng yaxshisidir."
3176,6,rupture,"yorilmoq, sinmoq",rupture.jpg,rupture.mp3,rupture_meaning.mp3,rupture_example.mp3,9,To rupture means to tear or burst open.,"Sarah put too much water into the balloon, and it ruptured.",v,"Yirtilish, yirtib tashlash yoki yorilish degan ma'noni anglatadi.",Sara sharga juda ko'p suv quydi va u yorilib ketdi.
3177,6,savage,shafqatsiz,savage.jpg,savage.mp3,savage_meaning.mp3,savage_example.mp3,9,"If something or someone is savage, they are very violent or cruel.",Wild animals are very savage when defending their babies.,adj,"Agar biror narsa yoki kimdir vahshiy bo'lsa, ular juda zo'ravon yoki shafqatsiz.",Yovvoyi hayvonlar o'z chaqaloqlarini himoya qilishda juda vahshiy.
3178,6,stun,"karaxt qilmoq, gandiratib qoʻymoq",stun.jpg,stun.mp3,stun_meaning.mp3,stun_example.mp3,9,To stun someone means to make them unable to speak due to surprise or shock.,Tim fell off the swing and was too stunned to cry.,v,"Biror kishini hayratda qoldirish, hayrat yoki zarba tufayli uni gapira olmasligini anglatadi.","Tim belanchakdan yiqilib, hayratda qoldi va yig'lay olmadi."
3179,6,susceptible,"moyil, chalinuvchan",susceptible.jpg,susceptible.mp3,susceptible_meaning.mp3,susceptible_example.mp3,9,"If one is susceptible to something like disease, they are easily harmed by it.",Not eating enough vegetables makes you more susceptible to getting sick.,adj,"Agar biror kishi kasallik kabi biror narsaga moyil bo'lsa, u osonlikcha zarar ko'radi.",Sabzavotlarni etarli darajada iste'mol qilmaslik sizni kasallanishga ko'proq moyil qiladi.
3180,6,accumulate,"yigʻilmoq, toʻplanmoq",accumulate.jpg,accumulate.mp3,accumulate_meaning.mp3,accumulate_example.mp3,10,To accumulate something is to collect a lot of it over time.,The mail accumulated in their mailbox while they were on vacation.,v,Biror narsani to'plash - vaqt o'tishi bilan ko'p yig'ish.,Ular ta'tilda bo'lganlarida pochta qutilarida to'plangan.
3181,6,aerial,"havoga oid, havo...",aerial.jpg,aerial.mp3,aerial_meaning.mp3,aerial_example.mp3,10,"When something is aerial, it relates to being in the air or flying.",The aerial photographer took pictures from the air balloon.,adj,"Agar biror narsa havoda bo'lsa, bu havoda bo'lish yoki uchish bilan bog'liq.",Aerofotosuratchi havo sharidan suratga oldi.
3182,6,apparatus,aparat,apparatus.jpg,apparatus.mp3,apparatus_meaning.mp3,apparatus_example.mp3,10,An apparatus is a device used for a particular purpose.,The campers had an apparatus that showed them their exact location.,n,Uskuna - bu ma'lum bir maqsadda ishlatiladigan qurilma.,Lagerchilarda ularning aniq joylashuvini ko'rsatadigan apparat bor edi.
3183,6,avalanche,qor koʻchkisi,avalanche.jpg,avalanche.mp3,avalanche_meaning.mp3,avalanche_example.mp3,10,"An avalanche is a large amount of snow, ice, and rock falling off a mountain.",The avalanche destroyed the mountain village.,n,"Ko'chki - tog'dan ko'p miqdorda qor, muz va toshlarning tushishi.",Ko‘chki tog‘li qishloqni vayron qilgan.
3184,6,consistency,barqarorlik,consistency.jpg,consistency.mp3,consistency_meaning.mp3,consistency_example.mp3,10,Consistency is the state of always behaving in the same way.,Her consistency in archery meant that our team had a chance to win.,n,Mustahkamlik - bu har doim bir xil yo'l tutish holati.,Uning kamondan otishdagi barqarorligi jamoamizda g‘alaba qozonish imkoniyatini ko‘rsatdi.
3185,6,convection,"issiq havo oqimi, konvensiya",convection.jpg,convection.mp3,convection_meaning.mp3,convection_example.mp3,10,Convection is the flow of hot air through gas or liquid.,The weather changed because of convection in the atmosphere.,n,Konvektsiya - bu gaz yoki suyuqlik orqali issiq havo oqimi.,Atmosferadagi konvektsiya tufayli ob-havo o'zgardi.
3186,6,discharge,"ozod qilmoq, ruxsat bermoq",discharge.jpg,discharge.mp3,discharge_meaning.mp3,discharge_example.mp3,10,"To discharge someone is to allow them to leave from a place, usually a hospital.",He was discharged from the hospital after three days.,v,"Biror kishini bo'shatish - bu unga joydan, odatda kasalxonadan chiqib ketishga ruxsat berishdir.",U uch kundan keyin kasalxonadan chiqdi.
3187,6,intact,"buzilmagan, shikast yetmagan",intact.jpg,intact.mp3,intact_meaning.mp3,intact_example.mp3,10,"When something is intact, it is complete and not damaged.","Despite being over ten years old, my father’s model ship is still intact.",adj,"Agar biror narsa buzilmagan bo'lsa, u to'liq va shikastlanmagan.","O'n yoshdan oshganiga qaramay, otamning kema modeli hali ham buzilmagan."
3188,6,mortal,"soqiy, oʻladigan",mortal.jpg,mortal.mp3,mortal_meaning.mp3,mortal_example.mp3,10,"When a person is mortal, they cannot live forever.",All people are mortal.,adj,"Inson o'lgan bo'lsa, u abadiy yashay olmaydi.",Hamma odamlar o'likdir.
3189,6,omen,alomat,omen.jpg,omen.mp3,omen_meaning.mp3,omen_example.mp3,10,An omen is a sign of what will happen in the future.,He thought that seeing a black cat in the street was an omen of bad luck.,n,Omen - kelajakda nima sodir bo'lishining belgisi.,"U ko'chada qora mushukni ko'rish - omadsizlik belgisi, deb o'yladi."
3190,6,overcast,bulutli,overcast.jpg,overcast.mp3,overcast_meaning.mp3,overcast_example.mp3,10,"When the sky is overcast, it is full of clouds and is not sunny.","The sky was overcast in the morning, but by noon it was bright again.",adj,"Osmon bulutli bo'lsa, u bulutlarga to'la va quyoshli emas.","Ertalab osmon bulutli edi, lekin tushga yaqin yana yorishib ketdi."
3191,6,poignant,"alamli, qaygʻuli",poignant.jpg,poignant.mp3,poignant_meaning.mp3,poignant_example.mp3,10,"When something is poignant, it causes a very strong feeling of sadness.",The girls cried at the end of the poignant movie.,adj,"Agar biror narsa o'tkir bo'lsa, u juda kuchli qayg'u tuyg'usini keltirib chiqaradi.",Qizlar achchiq film oxirida yig'lashdi.
3192,6,ranger,oʻrmonchi,ranger.jpg,ranger.mp3,ranger_meaning.mp3,ranger_example.mp3,10,A ranger is a person who protects the forest or parks.,Peter wanted to be a ranger because he liked spending time outside.,n,Qo'riqchi - o'rmon yoki bog'larni qo'riqlovchi shaxs.,"Piter inspektor bo'lishni xohladi, chunki u tashqarida vaqt o'tkazishni yaxshi ko'rardi."
3193,6,rubble,singan tosh/ gʻisht boʻlaklari,rubble.jpg,rubble.mp3,rubble_meaning.mp3,rubble_example.mp3,10,Rubble is piles of broken stone and wood created after a building is destroyed.,There was rubble all over the city after the earthquake.,n,Moloz - bu bino vayron bo'lganidan keyin hosil bo'lgan singan tosh va yog'och qoziqlari.,Zilziladan keyin butun shaharda vayronalar bor edi.
3194,6,seclude,"ajratib qoʻymoq, ayirmoq",seclude.jpg,seclude.mp3,seclude_meaning.mp3,seclude_example.mp3,10,To seclude someone means to keep them away from other people.,She was secluded on an island for over a year.,v,Biror kishini yolg'izlash uni boshqa odamlardan uzoqlashtirishni anglatadi.,U bir yildan ortiq vaqt davomida orolda tanho edi.
3195,6,sideways,yonboshlab,sideways.jpg,sideways_1392933884419.mp3,sideways_meaning.mp3,sideways_example.mp3,10,"lf something moves sideways, then it moves to or from the side.",Jim turned sideways in order to slow down and stop his snowboard.,adv,"Agar biror narsa yon tomonga harakat qilsa, u yon tomonga yoki yon tomonga harakat qiladi.",Jim snoubordni sekinlashtirish va to'xtatish uchun yon tomonga o'girildi.
3196,6,sob,hiqillab yigʻlamoq,sob.jpg,sob.mp3,sob_meaning.mp3,sob_example.mp3,10,To sob is to cry loudly.,I sobbed when my youngest daughter got married.,v,Yig'lash - baland ovozda yig'lash.,Kichik qizim turmushga chiqqanida yig‘lab yubordim.
3197,6,sober,"andishali, baʼmani",sober.jpg,sober.mp3,sober_meaning.mp3,sober_example.mp3,10,"When something or someone is sober, they are serious and calm.","After the funeral, everybody felt very sober.",adj,"Biror narsa yoki kimdir hushyor bo'lsa, ular jiddiy va xotirjam bo'lishadi.",Dafn marosimidan keyin hamma o'zini juda hushyor his qildi.
3198,6,speck,dogʻcha,speck.jpg,speck.mp3,speck_meaning.mp3,speck_example.mp3,10,A speck is a very small mark or amount.,A speck of blood appeared where the mosquito bit him.,n,Doza - bu juda kichik belgi yoki miqdor.,Chivin tishlagan joyida qon parchasi paydo bo'ldi.
3199,6,upbringing,tarbiya,upbringing.jpg,upbringing.mp3,upbringing_meaning.mp3,upbringing_example.mp3,10,An upbringing is the way that someone is taught to behave by their parents.,He had a strict upbringing and was never allowed to watch television.,n,Tarbiya - bu ota-onasi tomonidan o'zini tutishga o'rgatish usuli.,U qattiq tarbiya olgan va televizor ko'rishga ruxsat berilmagan.
3200,6,advocate,"qoʻllab quvvatlamoq, ",advocate.jpg,advocate.mp3,advocate_meaning.mp3,advocate_example.mp3,11,To advocate a plan or idea is to support or suggest it in public.,The group advocated increased spending on education and schools.,v,"Reja yoki g'oyani qo'llab-quvvatlash, uni omma oldida qo'llab-quvvatlash yoki taklif qilishdir.",Guruh ta'lim va maktablarga sarflanadigan xarajatlarni oshirish tarafdori edi.
3201,6,authorize,huquq bermoq,authorize.jpg,authorize.mp3,authorize_meaning.mp3,authorize_example.mp3,11,To authorize something means to give permission for it.,The mayor authorized the construction of a new statue in the park.,v,"Biror narsaga ruxsat berish, unga ruxsat berish demakdir.",Shahar hokimi bog‘da yangi haykal o‘rnatishga ruxsat berdi.
3202,6,civilian,harbiy boʻlmagan,civilian.jpg,civilian.mp3,civilian_meaning.mp3,civilian_example.mp3,11,A civilian is someone who is not in the military.,It was Todd's job to keep civilians from entering the army facility.,n,Fuqaro - bu harbiy xizmatda bo'lmagan kishi.,Toddning vazifasi tinch aholining armiya inshootiga kirishiga yo‘l qo‘ymaslik edi.
3203,6,commodity,"tovar, mol",commodity.jpg,commodity.mp3,commodity_meaning.mp3,commodity_example.mp3,11,A commodity is something that can be bought or sold.,Fran’s uncle made most of his money trading commodities.,n,Tovar - bu sotib olinadigan yoki sotiladigan narsa.,Franning amakisi ko'p pul savdosi bilan shug'ullangan.
3204,6,conquest,"istilo, zabt etmoq",conquest.jpg,conquest.mp3,conquest_meaning.mp3,conquest_example.mp3,11,A conquest is an event by which one country takes over another country.,"After the conquest, the people of the small city had no freedom.",n,Bosqinchilik - bu bir davlatning boshqa davlatni egallashi bilan bog'liq hodisa.,Bosqindan keyin kichik shahar aholisi erkinlikka ega emas edi.
3205,6,disclose,"oshkor qilmoq, fosh qilmoq",disclose.jpg,disclose.mp3,disclose_meaning.mp3,disclose_example.mp3,11,To disclose something means to tell it to someone else.,"John came home late, so he had to disclose his activities to his wife.",v,Biror narsani oshkor qilish uni boshqa birovga aytishni anglatadi.,"Jon uyga kech keldi, shuning uchun u o'z faoliyatini xotiniga oshkor qilishga majbur bo'ldi."
3206,6,dynamics,dinamika,dynamics.jpg,dynamics.mp3,dynamics_meaning.mp3,dynamics_example.mp3,11,The dynamics of a situation are the way that parts of it affect each other.,A good psychologist needs to know a lot about the dynamics of brain disorders.,n,Vaziyatning dinamikasi - uning qismlari bir-biriga ta'sir qilish usuli.,Yaxshi psixolog miya buzilishlarining dinamikasi haqida ko'p narsalarni bilishi kerak.
